방향키(이동),directional key,49,49,49,49,49,49,49,49,49,49,49,49
설정,Setup,50,50,50,50,50,50,50,50,50,50,50,50
설명 다시 보기,Review,51,51,51,51,51,51,51,51,51,51,51,51
재도전,Retry,52,52,52,52,52,52,52,52,52,52,52,52
53,53,53,53,53,53,53,53,53,53,53,53,53,53
54,54,54,54,54,54,54,54,54,54,54,54,54,54
리셋 기회 모두 소진. 광고 보고서 클릭↓,Reset All Opportunities exhausted Click Ad Report ↓,55,55,55,55,55,55,55,55,55,55,55,55
56,56,56,56,56,56,56,56,56,56,56,56,56,56
57,57,57,57,57,57,57,57,57,57,57,57,57,57
58,58,58,58,58,58,58,58,58,58,58,58,58,58
59,59,59,59,59,59,59,59,59,59,59,59,59,59
60,60,60,60,60,60,60,60,60,60,60,60,60,60
61,61,61,61,61,61,61,61,61,61,61,61,61,61
62,62,62,62,62,62,62,62,62,62,62,62,62,62
63,63,63,63,63,63,63,63,63,63,63,63,63,63
64,64,64,64,64,64,64,64,64,64,64,64,64,64
65,65,65,65,65,65,65,65,65,65,65,65,65,65
66,66,66,66,66,66,66,66,66,66,66,66,66,66
67,67,67,67,67,67,67,67,67,67,67,67,67,67
68,68,68,68,68,68,68,68,68,68,68,68,68,68
69,69,69,69,69,69,69,69,69,69,69,69,69,69
70,70,70,70,70,70,70,70,70,70,70,70,70,70
71,71,71,71,71,71,71,71,71,71,71,71,71,71
72,72,72,72,72,72,72,72,72,72,72,72,72,72
73,73,73,73,73,73,73,73,73,73,73,73,73,73
74,74,74,74,74,74,74,74,74,74,74,74,74,74
75,75,75,75,75,75,75,75,75,75,75,75,75,75
76,76,76,76,76,76,76,76,76,76,76,76,76,76
77,77,77,77,77,77,77,77,77,77,77,77,77,77
78,78,78,78,78,78,78,78,78,78,78,78,78,78
79,79,79,79,79,79,79,79,79,79,79,79,79,79
80,80,80,80,80,80,80,80,80,80,80,80,80,80
81,81,81,81,81,81,81,81,81,81,81,81,81,81
82,82,82,82,82,82,82,82,82,82,82,82,82,82
83,83,83,83,83,83,83,83,83,83,83,83,83,83
84,84,84,84,84,84,84,84,84,84,84,84,84,84
85,85,85,85,85,85,85,85,85,85,85,85,85,85
86,86,86,86,86,86,86,86,86,86,86,86,86,86
87,87,87,87,87,87,87,87,87,87,87,87,87,87
88,88,88,88,88,88,88,88,88,88,88,88,88,88
89,89,89,89,89,89,89,89,89,89,89,89,89,89
90,90,90,90,90,90,90,90,90,90,90,90,90,90
91,91,91,91,91,91,91,91,91,91,91,91,91,91
92,92,92,92,92,92,92,92,92,92,92,92,92,92
93,93,93,93,93,93,93,93,93,93,93,93,93,93
94,94,94,94,94,94,94,94,94,94,94,94,94,94
95,95,95,95,95,95,95,95,95,95,95,95,95,95
96,96,96,96,96,96,96,96,96,96,96,96,96,96
97,97,97,97,97,97,97,97,97,97,97,97,97,97
98,98,98,98,98,98,98,98,98,98,98,98,98,98
99,99,99,99,99,99,99,99,99,99,99,99,99,99
결국 아기용은 마력을 모아 악마용을 무찌르고 다른 모든 용은 모두 치료가 되었다.,"Eventually, baby dragon gathered their mana to defeat the devil, and all the other dragons were cured.",100,100,100,100,100,100,100,100,100,100,100,100
그래픽 : 나대는나,Graphic : 나대는나,101,101,101,101,101,101,101,101,101,101,101,101
프로그래밍 : 나대는나,Programming : 나대는나,102,102,102,102,102,102,102,102,102,102,102,102
기획 : 나대는나,Planning : 나대는나,103,103,103,103,103,103,103,103,103,103,103,103
퍼즐설계 : 나대는나,Puzzle design : 나대는나,104,104,104,104,104,104,104,104,104,104,104,104
플레이 해주셔서 감사합니다.,Thank you for playing.,105,105,105,105,105,105,105,105,105,105,105,105
106,106,106,106,106,106,106,106,106,106,106,106,106,106
107,107,107,107,107,107,107,107,107,107,107,107,107,107
108,108,108,108,108,108,108,108,108,108,108,108,108,108
109,109,109,109,109,109,109,109,109,109,109,109,109,109
110,110,110,110,110,110,110,110,110,110,110,110,110,110
111,111,111,111,111,111,111,111,111,111,111,111,111,111
112,112,112,112,112,112,112,112,112,112,112,112,112,112
113,113,113,113,113,113,113,113,113,113,113,113,113,113
114,114,114,114,114,114,114,114,114,114,114,114,114,114
115,115,115,115,115,115,115,115,115,115,115,115,115,115
116,116,116,116,116,116,116,116,116,116,116,116,116,116
117,117,117,117,117,117,117,117,117,117,117,117,117,117
118,118,118,118,118,118,118,118,118,118,118,118,118,118
119,119,119,119,119,119,119,119,119,119,119,119,119,119
120,120,120,120,120,120,120,120,120,120,120,120,120,120
121,121,121,121,121,121,121,121,121,121,121,121,121,121
122,122,122,122,122,122,122,122,122,122,122,122,122,122
123,123,123,123,123,123,123,123,123,123,123,123,123,123
124,124,124,124,124,124,124,124,124,124,124,124,124,124
125,125,125,125,125,125,125,125,125,125,125,125,125,125
126,126,126,126,126,126,126,126,126,126,126,126,126,126
127,127,127,127,127,127,127,127,127,127,127,127,127,127
128,128,128,128,128,128,128,128,128,128,128,128,128,128
129,129,129,129,129,129,129,129,129,129,129,129,129,129
130,130,130,130,130,130,130,130,130,130,130,130,130,130
131,131,131,131,131,131,131,131,131,131,131,131,131,131
132,132,132,132,132,132,132,132,132,132,132,132,132,132
133,133,133,133,133,133,133,133,133,133,133,133,133,133
134,134,134,134,134,134,134,134,134,134,134,134,134,134
135,135,135,135,135,135,135,135,135,135,135,135,135,135
136,136,136,136,136,136,136,136,136,136,136,136,136,136
137,137,137,137,137,137,137,137,137,137,137,137,137,137
138,138,138,138,138,138,138,138,138,138,138,138,138,138
139,139,139,139,139,139,139,139,139,139,139,139,139,139
140,140,140,140,140,140,140,140,140,140,140,140,140,140
141,141,141,141,141,141,141,141,141,141,141,141,141,141
142,142,142,142,142,142,142,142,142,142,142,142,142,142
143,143,143,143,143,143,143,143,143,143,143,143,143,143
144,144,144,144,144,144,144,144,144,144,144,144,144,144
145,145,145,145,145,145,145,145,145,145,145,145,145,145
146,146,146,146,146,146,146,146,146,146,146,146,146,146
147,147,147,147,147,147,147,147,147,147,147,147,147,147
148,148,148,148,148,148,148,148,148,148,148,148,148,148
149,149,149,149,149,149,149,149,149,149,149,149,149,149
150,150,150,150,150,150,150,150,150,150,150,150,150,150
151,151,151,151,151,151,151,151,151,151,151,151,151,151
152,152,152,152,152,152,152,152,152,152,152,152,152,152
153,153,153,153,153,153,153,153,153,153,153,153,153,153
154,154,154,154,154,154,154,154,154,154,154,154,154,154
155,155,155,155,155,155,155,155,155,155,155,155,155,155
156,156,156,156,156,156,156,156,156,156,156,156,156,156
157,157,157,157,157,157,157,157,157,157,157,157,157,157
158,158,158,158,158,158,158,158,158,158,158,158,158,158
159,159,159,159,159,159,159,159,159,159,159,159,159,159
160,160,160,160,160,160,160,160,160,160,160,160,160,160
161,161,161,161,161,161,161,161,161,161,161,161,161,161
162,162,162,162,162,162,162,162,162,162,162,162,162,162
163,163,163,163,163,163,163,163,163,163,163,163,163,163
164,164,164,164,164,164,164,164,164,164,164,164,164,164
165,165,165,165,165,165,165,165,165,165,165,165,165,165
166,166,166,166,166,166,166,166,166,166,166,166,166,166
167,167,167,167,167,167,167,167,167,167,167,167,167,167
168,168,168,168,168,168,168,168,168,168,168,168,168,168
169,169,169,169,169,169,169,169,169,169,169,169,169,169
170,170,170,170,170,170,170,170,170,170,170,170,170,170
171,171,171,171,171,171,171,171,171,171,171,171,171,171
172,172,172,172,172,172,172,172,172,172,172,172,172,172
173,173,173,173,173,173,173,173,173,173,173,173,173,173
174,174,174,174,174,174,174,174,174,174,174,174,174,174
175,175,175,175,175,175,175,175,175,175,175,175,175,175
176,176,176,176,176,176,176,176,176,176,176,176,176,176
177,177,177,177,177,177,177,177,177,177,177,177,177,177
178,178,178,178,178,178,178,178,178,178,178,178,178,178
179,179,179,179,179,179,179,179,179,179,179,179,179,179
180,180,180,180,180,180,180,180,180,180,180,180,180,180
181,181,181,181,181,181,181,181,181,181,181,181,181,181
182,182,182,182,182,182,182,182,182,182,182,182,182,182
183,183,183,183,183,183,183,183,183,183,183,183,183,183
184,184,184,184,184,184,184,184,184,184,184,184,184,184
185,185,185,185,185,185,185,185,185,185,185,185,185,185
186,186,186,186,186,186,186,186,186,186,186,186,186,186
187,187,187,187,187,187,187,187,187,187,187,187,187,187
188,188,188,188,188,188,188,188,188,188,188,188,188,188
189,189,189,189,189,189,189,189,189,189,189,189,189,189
190,190,190,190,190,190,190,190,190,190,190,190,190,190
191,191,191,191,191,191,191,191,191,191,191,191,191,191
192,192,192,192,192,192,192,192,192,192,192,192,192,192
193,193,193,193,193,193,193,193,193,193,193,193,193,193
194,194,194,194,194,194,194,194,194,194,194,194,194,194
195,195,195,195,195,195,195,195,195,195,195,195,195,195
196,196,196,196,196,196,196,196,196,196,196,196,196,196
197,197,197,197,197,197,197,197,197,197,197,197,197,197
198,198,198,198,198,198,198,198,198,198,198,198,198,198
199,199,199,199,199,199,199,199,199,199,199,199,199,199
열기,Open Menu,200,200,200,200,200,200,200,200,200,200,200,200
닫기,Close Menu,201,201,201,201,201,201,201,201,201,201,201,201
퍼즐 이름,Puzzle Name,202,202,202,202,202,202,202,202,202,202,202,202
퍼즐 설명,Puzzle Description,203,203,203,203,203,203,203,203,203,203,203,203
비밀 번호,Password,204,204,204,204,204,204,204,204,204,204,204,204
창작마당에 올리기,Workshop Upload,205,205,205,205,205,205,205,205,205,205,205,205
퍼즐 시도하기,Try puzzles,206,206,206,206,206,206,206,206,206,206,206,206
포기하고 처음화면 으로,Give up. Go to the main menu.,207,207,207,207,207,207,207,207,207,207,207,207
퍼즐 불러오기,Load puzzle,208,208,208,208,208,208,208,208,208,208,208,208
파일 생성중…,Creating file….,209,209,209,209,209,209,209,209,209,209,209,209
퍼즐 만들기,Making Puzzles,210,210,210,210,210,210,210,210,210,210,210,210
퍼즐 불러오는 중.....,Loading puzzles…,211,211,211,211,211,211,211,211,211,211,211,211
해당 파일 이름을 가진 항목이 이미 있음,An item with that file name already exists,212,212,212,212,212,212,212,212,212,212,212,212
업로드를 완료할 수 없음,Unable to complete upload,213,213,213,213,213,213,213,213,213,213,213,213
파일 업로드 실패,File upload failed,214,214,214,214,214,214,214,214,214,214,214,214
미리보기 업로드 초기화 실패,"Thumbnail upload intialization failed, but file upload succeded",215,215,215,215,215,215,215,215,215,215,215,215
비밀번호가 다르다,Have a different password,216,216,216,216,216,216,216,216,216,216,216,216
퍼즐 이름이 잘못 되었다.,The name of the puzzle is wrong.,217,217,217,217,217,217,217,217,217,217,217,217
플레이어가 없습니다.,Player is missing.,218,218,218,218,218,218,218,218,218,218,218,218
하나 이상의 별을 배치해야 한다.,At least one star shall be placed.,219,219,219,219,219,219,219,219,219,219,219,219
선택된 퍼즐을 정말 삭제 하시겠습니까?,Are you sure you want to delete the selected puzzle?,220,220,220,220,220,220,220,220,220,220,220,220
구독된 퍼즐일 경우 구독 취소를 하지 않으면 재 설치 됩니다.,"If the puzzle is subscribed, it will be reinstalled if you do not unsubscribe.",221,221,221,221,221,221,221,221,221,221,221,221
퍼즐 이름은 공백일수 없습니다.,Puzzle name cannot be empty.,222,222,222,222,222,222,222,222,222,222,222,222
"이름, 설명, 비밀번호에 ',' 또는 개행 문자가 들어갈수 없습니다.","The name, description, and password cannot contain the characters ',' or 'Enter'.",223,223,223,223,223,223,223,223,223,223,223,223
224,224,224,224,224,224,224,224,224,224,224,224,224,224
225,225,225,225,225,225,225,225,225,225,225,225,225,225
226,226,226,226,226,226,226,226,226,226,226,226,226,226
227,227,227,227,227,227,227,227,227,227,227,227,227,227
228,228,228,228,228,228,228,228,228,228,228,228,228,228
229,229,229,229,229,229,229,229,229,229,229,229,229,229
230,230,230,230,230,230,230,230,230,230,230,230,230,230
231,231,231,231,231,231,231,231,231,231,231,231,231,231
232,232,232,232,232,232,232,232,232,232,232,232,232,232
233,233,233,233,233,233,233,233,233,233,233,233,233,233
234,234,234,234,234,234,234,234,234,234,234,234,234,234
235,235,235,235,235,235,235,235,235,235,235,235,235,235
236,236,236,236,236,236,236,236,236,236,236,236,236,236
237,237,237,237,237,237,237,237,237,237,237,237,237,237
238,238,238,238,238,238,238,238,238,238,238,238,238,238
239,239,239,239,239,239,239,239,239,239,239,239,239,239
240,240,240,240,240,240,240,240,240,240,240,240,240,240
241,241,241,241,241,241,241,241,241,241,241,241,241,241
242,242,242,242,242,242,242,242,242,242,242,242,242,242
243,243,243,243,243,243,243,243,243,243,243,243,243,243
244,244,244,244,244,244,244,244,244,244,244,244,244,244
245,245,245,245,245,245,245,245,245,245,245,245,245,245
246,246,246,246,246,246,246,246,246,246,246,246,246,246
247,247,247,247,247,247,247,247,247,247,247,247,247,247
248,248,248,248,248,248,248,248,248,248,248,248,248,248
249,249,249,249,249,249,249,249,249,249,249,249,249,249
250,250,250,250,250,250,250,250,250,250,250,250,250,250
251,251,251,251,251,251,251,251,251,251,251,251,251,251
252,252,252,252,252,252,252,252,252,252,252,252,252,252
253,253,253,253,253,253,253,253,253,253,253,253,253,253
254,254,254,254,254,254,254,254,254,254,254,254,254,254
255,255,255,255,255,255,255,255,255,255,255,255,255,255
256,256,256,256,256,256,256,256,256,256,256,256,256,256
257,257,257,257,257,257,257,257,257,257,257,257,257,257
258,258,258,258,258,258,258,258,258,258,258,258,258,258
259,259,259,259,259,259,259,259,259,259,259,259,259,259
260,260,260,260,260,260,260,260,260,260,260,260,260,260
261,261,261,261,261,261,261,261,261,261,261,261,261,261
262,262,262,262,262,262,262,262,262,262,262,262,262,262
263,263,263,263,263,263,263,263,263,263,263,263,263,263
264,264,264,264,264,264,264,264,264,264,264,264,264,264
265,265,265,265,265,265,265,265,265,265,265,265,265,265
266,266,266,266,266,266,266,266,266,266,266,266,266,266
267,267,267,267,267,267,267,267,267,267,267,267,267,267
268,268,268,268,268,268,268,268,268,268,268,268,268,268
269,269,269,269,269,269,269,269,269,269,269,269,269,269
270,270,270,270,270,270,270,270,270,270,270,270,270,270
271,271,271,271,271,271,271,271,271,271,271,271,271,271
272,272,272,272,272,272,272,272,272,272,272,272,272,272
273,273,273,273,273,273,273,273,273,273,273,273,273,273
274,274,274,274,274,274,274,274,274,274,274,274,274,274
275,275,275,275,275,275,275,275,275,275,275,275,275,275
276,276,276,276,276,276,276,276,276,276,276,276,276,276
277,277,277,277,277,277,277,277,277,277,277,277,277,277
278,278,278,278,278,278,278,278,278,278,278,278,278,278
279,279,279,279,279,279,279,279,279,279,279,279,279,279
280,280,280,280,280,280,280,280,280,280,280,280,280,280
281,281,281,281,281,281,281,281,281,281,281,281,281,281
282,282,282,282,282,282,282,282,282,282,282,282,282,282
283,283,283,283,283,283,283,283,283,283,283,283,283,283
284,284,284,284,284,284,284,284,284,284,284,284,284,284
285,285,285,285,285,285,285,285,285,285,285,285,285,285
286,286,286,286,286,286,286,286,286,286,286,286,286,286
287,287,287,287,287,287,287,287,287,287,287,287,287,287
288,288,288,288,288,288,288,288,288,288,288,288,288,288
289,289,289,289,289,289,289,289,289,289,289,289,289,289
290,290,290,290,290,290,290,290,290,290,290,290,290,290
291,291,291,291,291,291,291,291,291,291,291,291,291,291
292,292,292,292,292,292,292,292,292,292,292,292,292,292
293,293,293,293,293,293,293,293,293,293,293,293,293,293
294,294,294,294,294,294,294,294,294,294,294,294,294,294
295,295,295,295,295,295,295,295,295,295,295,295,295,295
296,296,296,296,296,296,296,296,296,296,296,296,296,296
297,297,297,297,297,297,297,297,297,297,297,297,297,297
298,298,298,298,298,298,298,298,298,298,298,298,298,298
299,299,299,299,299,299,299,299,299,299,299,299,299,299
옛날에 용들이 사이좋게 살고 있었어요,"Once upon a time, dragons lived together.",300,300,300,300,300,300,300,300,300,300,300,300
그러던 어느날 욕심많은 용이 악마의 서적을 건드리고 말았어요,Then one day the greedy dragon touched the devil's book.,301,301,301,301,301,301,301,301,301,301,301,301
그래서 용들은 악에 물들여지고 말았어요,So the dragons were poisoned by evil.,302,302,302,302,302,302,302,302,302,302,302,302
용들은 서로 닿기만 하면 감염가 되어서 결국 모두 감염 되었는줄 알았는데.....,The dragons were infected when they touched each other. So dragons thought they were all infected….,303,303,303,303,303,303,303,303,303,303,303,303
방금 태어난 새끼용 '용용'은 감염 되지 않았어요,The baby dragon just born is not infected. His name is Yong-yong.,304,304,304,304,304,304,304,304,304,304,304,304
과연 이 새끼용은 다른 용들을 구해낼수 있을까요?,Can this baby dragon save another dragon?,305,305,305,305,305,305,305,305,305,305,305,305
새끼용 용용은 마력이 부족해서 별을 먹어야합니다. 별을 다 먹어야 클리어 됩니다.,Baby dragons need to eat stars because they lack mana. It will clear up after eating all the stars.,306,306,306,306,306,306,306,306,306,306,306,306
새끼용 조작법 : WASD,Baby Dragon Moving: WASD,307,307,307,307,307,307,307,307,307,307,307,307
"카메라 조작법 : 방향키(이동), 스크롤(확대축소)","Camera operation: directional key (move), scroll (zoom)",308,308,308,308,308,308,308,308,308,308,308,308
퍼즐 초기화 : R,Reset Puzzle: R,309,309,309,309,309,309,309,309,309,309,309,309
아기용은 날지 못해서 물에 빠지면 죽습니다.,"Baby dragons can't fly, so they die when they fall into the water.",310,310,310,310,310,310,310,310,310,310,310,310
속도 함정이 땅을 밟으면 화살표 방향으로 방향을 전환 합니다.,"When the speed trap steps on the ground, it turns in the direction of the arrow.",311,311,311,311,311,311,311,311,311,311,311,311
위치이동 함정을 밟으면 다른 위치이동 함정으로 이동합니다.  이때 방향은 가던 방향을 유지합니다.,"When you step on the Move Position trap, you move to another Move Position trap.  At this point, the direction remains the same.",312,312,312,312,312,312,312,312,312,312,312,312
밟으면 벽이 되거나 물이 되는 함정 블록을 조심하세요,Watch out for trap blocks that become walls or water when stepped on.,313,313,313,313,313,313,313,313,313,313,313,313
밟으면 무조건 반대로 가는 블록입니다.,It's a block that goes the opposite way when you step on it.,314,314,314,314,314,314,314,314,314,314,314,314
감염된 용과 충돌하면 감염 됩니다. 주의 하세요!,Infected by a collision with an infected dragon. Be careful!,315,315,315,315,315,315,315,315,315,315,315,315
빨간 별은 움직입니다. 하지만 물에 빠지지 않고 별을 통과할수 없습니다.,The red star moves. But you can't go through the stars without drowning.,316,316,316,316,316,316,316,316,316,316,316,316
검은 용끼리는 서로 만나면 멈춥니다.,Black dragons stop when they meet each other.,317,317,317,317,317,317,317,317,317,317,317,317
대각선 속도발판은 블록이 있어도 대각선으로 이동할 수 있습니다.,The diagonal speed platform can move diagonally even with blocks.,318,318,318,318,318,318,318,318,318,318,318,318
파란색 별은 두번 먹어야 합니다.,You have to eat the blue star twice.,319,319,319,319,319,319,319,319,319,319,319,319
점프 함정은 점프합니다.,The jump trap jumps.,320,320,320,320,320,320,320,320,320,320,320,320
회전 발판은 밟으면 돌아가는 방향으로 90도 회전합니다.,The rotating tread plate rotates 90 degrees in the direction of rotation when stepped on.,321,321,321,321,321,321,321,321,321,321,321,321
검은 용은 점프해서 블록위일때 아래 검은 용이 있으면 떨어지지 않고 밟고 지나갑니다.,"When a black dragon jumps over a block, it does not fall off if there is a black dragon underneath.",322,322,322,322,322,322,322,322,322,322,322,322
감염된 용은 아기용과 충돌할 것 같으면 멈춥니다.,Infected dragons stop if they are likely to collide with baby dragons.,323,323,323,323,323,323,323,323,323,323,323,323
아기용은 멈추지 않고 멈춰있는 아기용은 감염된 용도 멈추지 않습니다.,Baby dragons don't stop. The infected dragon doesn't stop when he sees a standing baby dragon.,324,324,324,324,324,324,324,324,324,324,324,324
325,325,325,325,325,325,325,325,325,325,325,325,325,325
326,326,326,326,326,326,326,326,326,326,326,326,326,326
327,327,327,327,327,327,327,327,327,327,327,327,327,327
328,328,328,328,328,328,328,328,328,328,328,328,328,328
329,329,329,329,329,329,329,329,329,329,329,329,329,329
330,330,330,330,330,330,330,330,330,330,330,330,330,330
331,331,331,331,331,331,331,331,331,331,331,331,331,331
332,332,332,332,332,332,332,332,332,332,332,332,332,332
333,333,333,333,333,333,333,333,333,333,333,333,333,333
334,334,334,334,334,334,334,334,334,334,334,334,334,334
335,335,335,335,335,335,335,335,335,335,335,335,335,335
336,336,336,336,336,336,336,336,336,336,336,336,336,336
337,337,337,337,337,337,337,337,337,337,337,337,337,337
338,338,338,338,338,338,338,338,338,338,338,338,338,338
339,339,339,339,339,339,339,339,339,339,339,339,339,339
340,340,340,340,340,340,340,340,340,340,340,340,340,340
341,341,341,341,341,341,341,341,341,341,341,341,341,341
342,342,342,342,342,342,342,342,342,342,342,342,342,342
343,343,343,343,343,343,343,343,343,343,343,343,343,343
344,344,344,344,344,344,344,344,344,344,344,344,344,344
345,345,345,345,345,345,345,345,345,345,345,345,345,345
346,346,346,346,346,346,346,346,346,346,346,346,346,346
347,347,347,347,347,347,347,347,347,347,347,347,347,347
348,348,348,348,348,348,348,348,348,348,348,348,348,348
349,349,349,349,349,349,349,349,349,349,349,349,349,349
350,350,350,350,350,350,350,350,350,350,350,350,350,350
351,351,351,351,351,351,351,351,351,351,351,351,351,351
352,352,352,352,352,352,352,352,352,352,352,352,352,352
353,353,353,353,353,353,353,353,353,353,353,353,353,353
354,354,354,354,354,354,354,354,354,354,354,354,354,354
355,355,355,355,355,355,355,355,355,355,355,355,355,355
356,356,356,356,356,356,356,356,356,356,356,356,356,356
357,357,357,357,357,357,357,357,357,357,357,357,357,357
358,358,358,358,358,358,358,358,358,358,358,358,358,358
359,359,359,359,359,359,359,359,359,359,359,359,359,359
360,360,360,360,360,360,360,360,360,360,360,360,360,360
361,361,361,361,361,361,361,361,361,361,361,361,361,361
362,362,362,362,362,362,362,362,362,362,362,362,362,362
363,363,363,363,363,363,363,363,363,363,363,363,363,363
364,364,364,364,364,364,364,364,364,364,364,364,364,364
365,365,365,365,365,365,365,365,365,365,365,365,365,365
366,366,366,366,366,366,366,366,366,366,366,366,366,366
367,367,367,367,367,367,367,367,367,367,367,367,367,367
368,368,368,368,368,368,368,368,368,368,368,368,368,368
369,369,369,369,369,369,369,369,369,369,369,369,369,369
370,370,370,370,370,370,370,370,370,370,370,370,370,370
371,371,371,371,371,371,371,371,371,371,371,371,371,371
372,372,372,372,372,372,372,372,372,372,372,372,372,372
373,373,373,373,373,373,373,373,373,373,373,373,373,373
374,374,374,374,374,374,374,374,374,374,374,374,374,374
375,375,375,375,375,375,375,375,375,375,375,375,375,375
376,376,376,376,376,376,376,376,376,376,376,376,376,376
377,377,377,377,377,377,377,377,377,377,377,377,377,377
378,378,378,378,378,378,378,378,378,378,378,378,378,378
379,379,379,379,379,379,379,379,379,379,379,379,379,379
380,380,380,380,380,380,380,380,380,380,380,380,380,380
381,381,381,381,381,381,381,381,381,381,381,381,381,381
382,382,382,382,382,382,382,382,382,382,382,382,382,382
383,383,383,383,383,383,383,383,383,383,383,383,383,383
384,384,384,384,384,384,384,384,384,384,384,384,384,384
385,385,385,385,385,385,385,385,385,385,385,385,385,385
386,386,386,386,386,386,386,386,386,386,386,386,386,386
387,387,387,387,387,387,387,387,387,387,387,387,387,387
388,388,388,388,388,388,388,388,388,388,388,388,388,388
389,389,389,389,389,389,389,389,389,389,389,389,389,389
390,390,390,390,390,390,390,390,390,390,390,390,390,390
391,391,391,391,391,391,391,391,391,391,391,391,391,391
392,392,392,392,392,392,392,392,392,392,392,392,392,392
393,393,393,393,393,393,393,393,393,393,393,393,393,393
394,394,394,394,394,394,394,394,394,394,394,394,394,394
395,395,395,395,395,395,395,395,395,395,395,395,395,395
396,396,396,396,396,396,396,396,396,396,396,396,396,396
397,397,397,397,397,397,397,397,397,397,397,397,397,397
398,398,398,398,398,398,398,398,398,398,398,398,398,398
399,399,399,399,399,399,399,399,399,399,399,399,399,399
400,400,400,400,400,400,400,400,400,400,400,400,400,400
